player_id,player_display_name,player_name,player_full_name,batting_style,bowling_style,birthdate,country_id,list_team_ids
6609,,Andy Robson,Andrew George Robson,Right-hand bat,Right arm Pace,27/04/71,1.0,"163,310"
6610,,Thomas Robotham,Thomas Norman Ashley Robotham,Right-hand bat,Right arm Pace,03/01/91,1.0,"278,366"
6611,,John Simpson,John Andrew Simpson,Left-hand bat,,13/07/88,1.0,"540,33,243,155,199,295,2"
6612,,Harry Simms,Harry Lester Simms,Right-hand bat,Right arm Pace,1888-01-31,1.0,"256,310,154"
6613,,Ollie Robinson,Oliver Graham Robinson,Right-hand bat,,01/12/98,1.0,"540,401"
6614,,Ollie Robinson,Oliver Edward Robinson,Right-hand bat,Right arm Pace,01/12/93,1.0,"107,235,401,561,513"
6615,,Matthew Robinson,Matthew Fitz David Robinson,Right-hand bat,Right arm Pace,02/04/73,1.0,"338,267"
6616,,Mark Robinson,Mark Andrew Robinson,Right-hand bat,Right arm Pace,23/11/66,1.0,"12,395,310,561"
6617,,John Robinson,John Sandford Robinson,Right-hand bat,,1868-02-05,1.0,"495,176"
6618,,Jonathan Robinson,Jonathan David Robinson,Left-hand bat,Right arm Pace,03/08/66,1.0,"155,163"
6619,,Alex Simcox,Alexander David Simcox,Right-hand bat,,13/12/79,1.0,"278,495"
6620,,Chris Silverwood,Christopher Eric Wilfred Silverwood,Right-hand bat,Right arm Pace,05/03/75,1.0,"444,61,295,561"
6621,,Roger Sillence,Roger John Sillence,Right-hand bat,Right arm Pace,29/06/77,1.0,"461,327"
6622,,Ryan Sidebottom,Ryan Jay Sidebottom,Left-hand bat,Left arm Pace,15/01/78,1.0,"444,176,561"
6623,,Hamza Siddique,Hamza Ghani Siddique,Right-hand bat,Right arm Off spin,19/01/91,1.0,"489,247"
6624,,Darren Robinson,Darren David John Robinson,Right-hand bat,Right arm Pace,02/03/73,1.0,"500,548,92,172,398,366"
6625,,Dominic Sibley,Dominic Peter Sibley,Right-hand bat,Right arm Off spin,05/09/95,1.0,"540,163,570,357,114"
6626,,Jack Shutt,Jack William Shutt,Right-hand bat,Right arm Off spin,24/06/97,1.0,"513,307"
6627,,Tom Shrewsbury,Thomas Weldon Shrewsbury,Right-hand bat,Right arm Off spin,18/01/95,1.0,"461,337"
6628,,Arthur Shrewsbury,Arthur Shrewsbury,Right-hand bat,Right arm Pace,1856-04-11,1.0,"444,176"
6629,,Charlie Shreck,Charles Edward Shreck,Right-hand bat,Right arm Pace,06/01/78,1.0,"36,434,92,155,176,279"
6630,,Max Shoveller,Max Jeremy Shoveller,Right-hand bat,,05/05/81,1.0,"76,523"
6631,,Timothy Roberts,Timothy William Roberts,Right-hand bat,Right arm Off spin,04/03/78,1.0,"52,359,33,395"
6632,,Charles Shore,Charles Shore,Left-hand bat,Left arm Orthodox,1858-11-21,1.0,"33,176"
6633,,Damian Shirazi,Damian Cyrus Shirazi,Left-hand bat,Right arm Pace,23/03/83,1.0,"235,64"
6634,,Aman Shinwari,Aman Shinwari,Right-hand bat,Right arm Pace,05/06/94,1.0,"570,357,114"
6635,,Nathan Roberts,Nathan James Roberts,Left-hand bat,Right arm Pace,23/05/91,1.0,"527,488,570,544,513"
6636,,Martin Roberts,Martin Leonard Roberts,Right-hand bat,,12/04/66,1.0,"36,519"
6637,,Matty Roberts,Mathew Joss Roberts,Right-hand bat,Right arm Off spin,27/09/96,1.0,"191,125"
6638,,Michael Roberts,Michael David Tudor Roberts,Right-hand bat,,13/03/89,1.0,"104,107,235,2,122"
6639,,Glenn Roberts,Glenn Martin Roberts,Left-hand bat,Left arm Orthodox,04/11/73,1.0,"238,338"
6640,,Francis Roberts,Francis Bernard Roberts,Right-hand bat,Right arm Pace,1882-05-20,1.0,"495,461"
6641,,Aaron Shingler,Aaron Craig Shingler,Right-hand bat,Right arm Pace,07/08/87,1.0,"338,67"
6642,,Kevin Shine,Kevin James Shine,Right-hand bat,Right arm Pace,22/02/69,1.0,"107,295,517"
6643,,Daniel Shilvock,Daniel James Francis Shilvock,Right-hand bat,Right arm wrist spin,22/11/83,1.0,"104,247,117,338,476,267"
6644,,Alamgir Sheriyar,Alamgir Sheriyar,Right-hand bat,Left arm Pace,15/11/73,1.0,"434,92,146"
6645,,Bobby Sher,Zaheer Abbas Sher,Right-hand bat,Right arm Pace,13/01/75,1.0,"52,558"
6646,,David Roberts,David James Roberts,Right-hand bat,,29/12/76,1.0,"36,395,431"
6647,,Paul Roberts,Christopher Paul Roberts,Right-hand bat,Right arm Pace,12/10/51,1.0,"191,146"
6648,,Andrew Roberts,Andrew Richard Roberts,Right-hand bat,Right arm wrist spin,16/04/71,1.0,"52,395,279"
6649,,Alex Roberts,Alex Roberts,Right-hand bat,Right arm Pace,21/06/83,1.0,"237,373,540,500,548,199,513,190"
6650,,Paul Robbins,Paul James Robbins,Right-hand bat,Left arm Pace,29/10/91,1.0,"337,327"
6651,,Will Rist,William Henry Rist,Right-hand bat,,22/03/87,1.0,"278,398"
6652,,Jack Sheppard,Jack David Sheppard,Right-hand bat,Right arm Pace,29/12/92,1.0,"540,107,235,582"
6653,,Adam Shepherd,Adam Barry Shepherd,Right-hand bat,Right arm Pace,13/02/92,1.0,"52,238,247,191,125"
6654,,Roderic Ripley,Roderic George Ripley,Right-hand bat,,16/05/00,1.0,"586,395"
6655,,Mohamed Sheikh,Mohamed Avez Sheikh,Left-hand bat,Right arm Pace,02/07/73,1.0,"238,154"
6656,,Atif Sheikh,Atif Sheikh,Right-hand bat,Left arm Pace,18/02/91,1.0,"238,247,540,92,172"
6657,,Kamran Sheeraz,Kamran Pasha Sheeraz,Right-hand bat,Right arm Pace,28/12/73,1.0,"52,461,16,285"
6658,,Adam Riley,Adam Edward Nicholas Riley,Right-hand bat,Right arm Off spin,23/03/92,1.0,"434,401,88"
6659,,Dominic Ridley,Dominic Giles May Ridley,Right-hand bat,,24/02/82,1.0,"235,2"
6660,,Vero Shaw,Vero Kemball Shaw,Right-hand bat,Left arm Pace,1854-01-14,1.0,"495,434"
6661,,Ashley Shaw,Stuart Ashley Shaw,Right-hand bat,Left arm Pace,15/04/91,1.0,"434,401"
6662,,Paul Shaw,Paul Richard Shaw,Right-hand bat,,30/06/76,1.0,"548,199,515"
6663,,Nicky Shaw,Nicola Jayne Shaw,Right-hand bat,Right arm Pace,30/12/81,1.0,"179,393"
6664,,Jonathan Shaw,Jonathan William Shaw,Right-hand bat,Right arm Off spin,04/05/80,1.0,"338,162"
6665,,Josh Shaw,Joshua Shaw,Right-hand bat,Right arm Pace,03/01/96,1.0,"540,513,563,307"
6666,,Alexander Shaw,Alexander Armstrong Shaw,Right-hand bat,,07/09/07,1.0,"454,310"
6667,,Toby Sharpe,Toby John Sharpe,Right-hand bat,Right arm Pace,05/07/81,1.0,"320,416"
6668,,Marcus Sharp,Marcus Anthony Sharp,Left-hand bat,Right arm Pace,01/06/70,1.0,"237,33"
6669,,Tom Richardson,Thomas Richardson,Right-hand bat,Right arm Pace,1870-08-11,1.0,"444,203,517,163"
6670,,Piers Richardson,Piers Francis Burdock Richardson,Right-hand bat,Right arm Pace,23/10/96,1.0,"434,401"
6671,,Michael Richardson,Michael John Richardson,Right-hand bat,,04/10/86,1.0,"576,283,373,199"
6672,,Miles Richardson,Miles Andrew Richardson,Right-hand bat,Right arm Pace,26/08/91,1.0,"401,395,523,570"
6673,,Rajiv Sharma,Rajiv Sharma,Right-hand bat,Right arm Pace,10/06/84,1.0,"416,111"
6674,,Zoheb Sharif,Zoheb Khalid Sharif,Left-hand bat,Right arm wrist spin,22/02/83,1.0,"278,247,500,155,570,310,544"
6675,,Rishi Sharath,Rishi Sharath,Left-hand bat,Left arm Orthodox,25/08/92,1.0,"104,434"
6676,,Jack Shantry,Jack David Shantry,Left-hand bat,Left arm Pace,29/01/88,1.0,"285,146,515"
6677,,Adam Shantry,Adam John Shantry,Left-hand bat,Left arm Pace,13/11/82,1.0,"519,395,431,285,67,154"
6678,,Adrian Shankar,Adrian Shankar,Right-hand bat,Right arm Off spin,07/05/82,1.0,"52,278,495,33,243,2,146,515"
6679,,Alan Richardson,Alan Richardson,Right-hand bat,Right arm Pace,06/05/75,1.0,"238,295,62,154,146"
6680,,Ajmal Shahzad,Ajmal Shahzad,Right-hand bat,Right arm Pace,27/07/85,1.0,"444,3,33,561"
6681,,Nadeem Shahid,Nadeem Shahid,Right-hand bat,Right arm wrist spin,23/04/69,1.0,"500,163"
6682,,Faisal Shahid,Faisal Hassan Shahid,Right-hand bat,Right arm Pace,04/03/86,1.0,"338,155,146"
6683,,Rishabh Shah,Rishabh Arjun Chandra Shah,Right-hand bat,Right arm wrist spin,11/09/91,1.0,"117,548,385,261"
6684,OA Shah,Owais Shah,Owais Alam Shah,Right-hand bat,Right arm Off spin,22/10/78,1.0,"444,432,161,316,3,500,107,452,341,299,505,295,165,279"
6685,,Irfan Shah,Irfan Hussain Shah,Right-hand bat,Right arm Off spin,20/06/79,1.0,"116,548,235,344,199,2,30"
6686,,Shafiq Ahmed,Shafiq Ahmed,Right-hand bat,Right arm Off spin,18/08/76,1.0,"338,62"
6687,,Adeel Shafique,Adeel Ahmad Shafique,Right-hand bat,,07/06/94,1.0,"199,125"
6688,,Furqan Shafiq,Furqan Shafiq,Right-hand bat,Right arm Off spin,29/11/96,1.0,"348,243"
6689,,Bilal Shafayat,Bilal Mustapha Shafayat,Right-hand bat,Right arm Pace,10/07/84,1.0,"540,230,107,235,490,249,395,176,162,285"
6690,,James Shackleton,James Alexander Shackleton,Right-hand bat,Right arm Pace,13/04/89,1.0,"337,338"
6691,,James Seymour,James Seymour,Right-hand bat,Right arm Off spin,1879-10-25,1.0,"434,203"
6692,,Adam Seymour,Adam Charles Hilton Seymour,Left-hand bat,Right arm Pace,07/12/67,1.0,"36,500,105,366,146"
6693,,Alfred Seymour,Alfred Seymour,,,1843-02-16,1.0,"107,33"
6694,,Andrew Sexton,Andrew John Sexton,Left-hand bat,Right arm Off spin,23/07/79,1.0,"320,107"
6695,,Thomas Sewell,Thomas Sewell,Right-hand bat,Right arm Pace,1830-03-15,1.0,"434,163"
6696,,Uzair Qureshi,Uzair Asad Qureshi,Right-hand bat,Right arm Off spin,23/02/93,1.0,"489,337,476,327"
6697,,Fahim Qureshi,Fahim Iqbal Qureshi,Left-hand bat,Right arm wrist spin,12/02/87,1.0,"558,2,229"
6698,,James Quinton,James Maurice Quinton,Right-hand bat,Right arm Pace,1874-05-12,1.0,"107,111"
6699,,Hamza Riazuddin,Hamza Riazuddin,Right-hand bat,Right arm Pace,19/12/89,1.0,"540,107,235"
6700,,Will Rhodes,William Michael Harry Rhodes,Left-hand bat,Right arm Pace,02/03/95,1.0,"540,561,513,563,307"
6701,,Steve Rhodes,Steven John Rhodes,Right-hand bat,,17/06/64,1.0,"444,146,561"
6702,,John Sewell,John Joseph Sewell,Right-hand bat,Right arm Pace,1844-02-10,1.0,"295,398,327"
6703,,James Seward,James Christopher Seward,Right-hand bat,,04/09/97,1.0,"348,30"
6704,,Nipuna Senaratne,Nipuna Vikum Sanasgala Senaratne,Right-hand bat,Right arm Pace,19/10/93,1.0,"278,495"
6705,,Giles Reynolds,Giles Denys Reynolds,Right-hand bat,,13/07/67,1.0,"320,111"
6706,,Melissa Reynard,Melissa Anne Reynard,Right-hand bat,Left arm Pace,14/03/72,1.0,"179,408"
6707,,Steven Selwood,Steven Andrew Selwood,Left-hand bat,Left arm Orthodox,24/11/79,1.0,"238,88"
6708,,Nicholas Selman,Nicholas James Selman,Right-hand bat,Right arm Pace,18/10/95,1.0,"519,527,401"
6709,,Luke Sellers,Luke Edward William Sellers,Right-hand bat,Right arm Pace,25/12/83,1.0,"489,338"
6710,,Mark Sellek,Mark John Sellek,Right-hand bat,Right arm Pace,29/04/79,1.0,"337,338,30,570"
6711,,John Selby,John Selby,Right-hand bat,Right arm Pace,1849-07-01,1.0,"444,176"
6712,,Simon Renshaw,Simon John Renshaw,Right-hand bat,Right arm Pace,06/03/74,1.0,"348,107,62"
6713,,Andrew Rennison,Andrew Geoffrey Rennison,Right-hand bat,,06/08/87,1.0,"247,373,353,155,563,307"
6714,,Carlos Remy,Carlos Charles Remy,Right-hand bat,Right arm Pace,24/07/68,1.0,"92,404,310"
6715,,Kevin Sedgbeer,Kevin Graham Sedgbeer,Right-hand bat,Left arm Orthodox,20/09/72,1.0,"344,347"
6716,,Jason Searle,Jason Paul Searle,Right-hand bat,Right arm Off spin,16/05/76,1.0,"283,327"
6717,,Tim Rees,Timothy Martyn Rees,Right-hand bat,,04/09/84,1.0,"33,529"
6718,,Gareth Rees,Gareth Peter Rees,Left-hand bat,Left arm Pace,08/04/85,1.0,"519,527,67"
6719,,Michael Reed,Michael Thomas Reed,Right-hand bat,Right arm Pace,10/09/88,1.0,"489,519,527,67"
6720,,Ben Seabrook,Ben Matthew Andrew Seabrook,Right-hand bat,Right arm Pace,02/12/98,1.0,"278,495,116,122"
6721,,Tim Scriven,Timothy John Adam Scriven,Right-hand bat,Left arm Orthodox,15/12/65,1.0,"558,267,517"
6722,,Tom Scriven,Thomas Antony R Scriven,Right-hand bat,Right arm Pace,18/11/98,1.0,"540,582"
6723,,Jack Scriven,Jack Ashley Luke Scriven,Right-hand bat,Right arm Off spin,04/06/95,1.0,"558,489"
6724,,Brad Scriven,Bradley Richard M Scriven,Right-hand bat,Right arm Pace,08/12/93,1.0,"489,548,2"
6725,,William Scotton,William Henry Scotton,Left-hand bat,Left arm Pace,1856-01-15,1.0,"444,176"
6726,,Sam Scott,Sam John W Scott,Right-hand bat,Right arm Pace,05/06/90,1.0,"337,172"
6727,,Dominic Reed,Dominic Terrence Reed,Right-hand bat,Right arm Pace,27/03/90,1.0,"489,398,122,475"
6728,,Luis Reece,Luis Michael Reece,Left-hand bat,Left arm Pace,04/08/90,1.0,"238,33,243,353,155,122"
6729,,Ian Redpath,Ian Redpath,Right-hand bat,Right arm wrist spin,12/09/65,1.0,"238,500"
6730,,James Redmayne,James Richard Studdert Redmayne,Right-hand bat,,16/07/79,1.0,"416,111"
6731,,Jack Redman,Jack Richard Redman,Left-hand bat,Right arm Off spin,30/11/00,1.0,"247,62"
6732,,Dan Redfern,Daniel James Redfern,Left-hand bat,Right arm Off spin,18/04/90,1.0,"238,247,540"
6733,,Robert Scott,Robert Strickland Gilbert Scott,Right-hand bat,Right arm Pace,26/04/09,1.0,"111,310"
6734,,Ryan Scott,Ryan Matthew Scott,Right-hand bat,Right arm Pace,19/09/94,1.0,"320,582"
6735,,Kenneth Scott,Kenneth Bertram Scott,Right-hand bat,Right arm Pace,17/08/15,1.0,"111,310"
6736,,James Scott,James Beattie Scott,Left-hand bat,Left arm Pace,27/11/78,1.0,"278,495"
6737,,Gary Scott,Gary Michael Scott,Right-hand bat,Right arm Off spin,21/07/84,1.0,"283,18,598"
6738,,George Scott,George Frederick Buchan Scott,Right-hand bat,,06/11/95,1.0,"76,295,2"
6739,,Sam Reddish,Samuel John Reddish,Left-hand bat,Right arm Pace,01/06/87,1.0,"353,478"
6740,,Walter Read,Walter William Read,Right-hand bat,Others,1855-11-23,1.0,"444,163"
6741,,Johnny Read,Jonathan Read,Right-hand bat,,02/02/98,1.0,"373,561,513"
6742,,Glen Read,Glen George Read,Left-hand bat,Left arm Pace,04/09/81,1.0,"359,544,266"
6743,,Darren Scott,Darren Anthony Scott,Left-hand bat,Right arm Off spin,26/08/72,1.0,"434,581"
6744,,Chris Scott,Christopher Wilmot Scott,Right-hand bat,,27/01/64,1.0,"283,176"
6745,,Ben Scott,Ben James Matthew Scott,Right-hand bat,,04/08/81,1.0,"3,295,404,163,146"
6746,,Alastair Scott,Alastair Martin Gordon Scott,Right-hand bat,Left arm Pace,31/03/66,1.0,"495,310"
6747,,Alex Scott,Alex James Denis Scott,Right-hand bat,Right arm wrist spin,04/05/90,1.0,"416,111"
6748,,Tom Scollay,Thomas Edward Scollay,Right-hand bat,Right arm Off spin,28/11/87,1.0,"235,295,2,174,479"
6749,,Ernest Read,Ernest George Read,Right-hand bat,,1873-10-08,1.0,"107,310"
6750,,Chris Read,Christopher Mark Wells Read,Right-hand bat,,10/08/78,1.0,"444,221,461,176"
6751,,Ollie Rayner,Oliver Philip Rayner,Right-hand bat,Right arm Off spin,01/11/85,1.0,"3,155,310,544,266"
6752,,James Schofield,James Edward Knowle Schofield,Right-hand bat,Right arm Pace,01/11/78,1.0,"107,235"
6753,,Chris Schofield,Christopher Paul Schofield,Left-hand bat,Right arm wrist spin,06/10/78,1.0,"444,348,33,366,163"
6754,,Christopher Sayers,Christopher Allan Sayers,Right-hand bat,Right arm Pace,19/12/78,1.0,"278,495"
6755,,Joe Sayers,Joseph John Sayers,Left-hand bat,Right arm Off spin,05/11/83,1.0,"540,416,111,561"
6756,,Rob Sayer,Robert John Sayer,Right-hand bat,Right arm Off spin,25/01/95,1.0,"116,540,92,172"
6757,,David Sayer,David William Sayer,Left-hand bat,Left arm Pace,18/10/97,1.0,"116,92"
6758,,Naveed Sayeed,Mohammad Naveed Sayeed,Right-hand bat,Right arm Pace,04/05/87,1.0,"523,515,513"
6759,,Mark Saxelby,Mark Saxelby,Left-hand bat,Right arm Pace,04/01/69,1.0,"238,283,176"
6760,,Hugo Rawlinson,Hugo Christopher Luke Rawlinson,Right-hand bat,Right arm Pace,14/04/88,1.0,"117,337"
6761,,Elisha Rawlinson,Elisha Barker Rawlinson,Right-hand bat,Right arm Pace,1837-04-10,1.0,"33,561"
6762,,Ian Saxelby,Ian David Saxelby,Right-hand bat,Right arm Pace,22/05/89,1.0,"540,461,337,125"
6763,,Thomas Savill,Thomas Edward Savill,Right-hand bat,Right arm Pace,16/05/83,1.0,"278,176,162"
6764,,Jason Ratcliffe,Jason David Ratcliffe,Right-hand bat,Right arm Pace,19/06/69,1.0,"163,154"
6765,,Umer Rashid,Umer Bin Abdul Rashid,Left-hand bat,Left arm Orthodox,06/02/76,1.0,"359,295,310"
6766,,Shaun Rashid,Shaun Rashid,Right-hand bat,Right arm Pace,01/03/77,1.0,"52,62,310"
6767,,Adil Rashid,Adil Usman Rashid,Right-hand bat,Right arm wrist spin,17/02/88,1.0,"444,133,3,540,554,155,287,561,513"
6768,,Amar Rashid,Amar Rashid,Right-hand bat,Right arm wrist spin,16/05/86,1.0,"353,172,122"
6769,,Tom Rash,Thomas William Wallace Rash,Right-hand bat,Right arm Pace,17/08/83,1.0,"155,366"
6770,,Jack Raphael,John Edward Raphael,Right-hand bat,Right arm Pace,1882-04-30,1.0,"203,111,163"
6771,,James Saunders,James Saunders,Left-hand bat,,1802-05-27,1.0,"434,163,310"
6772,,Neil Sargeant,Neil Fredrick Sargeant,Right-hand bat,,08/11/65,1.0,"404,163"
6773,,Ajay Sangha,Ajay Singh Sangha,Right-hand bat,Right arm Off spin,06/06/92,1.0,"117,2"
6774,,Rajesh Rao,Rajesh Krishnakant Rao,Right-hand bat,Right arm wrist spin,09/12/74,1.0,"404,310"
6775,,Stuart Ransley,Stuart Michael Ransley,Right-hand bat,Right arm Off spin,03/12/88,1.0,"489,235"
6776,,Bernard Randolph,Bernard Montgomery Randolph,,,1834-04-10,1.0,"111,310"
6777,,Gurman Randhawa,Gurman Singh Randhawa,Left-hand bat,Left arm Orthodox,15/01/92,1.0,"373,540,285,513,563,307"
6778,,Stephen Randall,Stephen John Randall,Right-hand bat,Right arm Off spin,09/06/80,1.0,"176,162"
6779,,Neil Randall,Neil David Randall,Left-hand bat,,22/10/81,1.0,"107,235"
6780,,Gurjit Sandhu,Gurjit Singh Sandhu,Right-hand bat,Left arm Pace,24/03/92,1.0,"295,2"
6781,,Gary Sandford,Gary Don Sandford,Right-hand bat,,07/07/64,1.0,"52,344"
6782,,Ben Sanderson,Ben William Sanderson,Right-hand bat,Right arm Pace,03/01/89,1.0,"540,285,561,513"
6783,,Henry Ramsden,Henry Douglas Ramsden,Left-hand bat,Right arm Off spin,11/11/92,1.0,"548,76"
6784,,Gary Ramsden,Gary Ramsden,Right-hand bat,Right arm Pace,02/03/83,1.0,"561,190"
6785,,Mark Ramprakash,Mark Ravin Ramprakash,Right-hand bat,Right arm Off spin,05/09/69,1.0,"444,295,163"
6786,,Rammy Singh,Ramanpreet Singh,Right-hand bat,Right arm Off spin,19/02/93,1.0,"283,373,540,598"
6787,,James Ralph,James Trevor Ralph,Right-hand bat,Right arm wrist spin,09/10/75,1.0,"338,285,146"
6788,,Ben Raine,Benjamin Alexander Raine,Left-hand bat,Right arm Pace,14/09/91,1.0,"283,373,92,172,598"
6789,,Christopher Sandbach,Christopher James Lister Sandbach,Right-hand bat,Right arm wrist spin,17/11/85,1.0,"416,198"
6790,,Oswald Samson,Oswald Massey Samson,Left-hand bat,Left arm Orthodox,1881-08-08,1.0,"111,517"
6791,,Phil Sampson,Philip James Sampson,Right-hand bat,Right arm Pace,06/09/80,1.0,"558,163,417"
6792,,Andrew Salter,Andrew Graham Salter,Right-hand bat,Right arm Off spin,01/06/93,1.0,"489,540,519,527,67"
6793,,Philip Salt,Philip Dean Salt,Right-hand bat,Right arm Off spin,28/08/96,1.0,"282,310,544"
6794,,Aditya Rai,Aditya Rai,Right-hand bat,Right arm Off spin,14/08/88,1.0,"52,221,548"
6795,,Toby Radford,Toby Alexander Radford,Right-hand bat,Right arm Off spin,03/12/71,1.0,"104,295,310"
6796,,Luke Radford,Luke Anthony Radford,Right-hand bat,Right arm Pace,03/06/88,1.0,"247,92,172,478,515"
6797,,Christopher Salmons,Christopher John Salmons,Right-hand bat,Right arm Pace,11/11/84,1.0,"489,417"
6798,,Matt Salisbury,Matthew Edward Thomas Salisbury,Right-hand bat,Right arm Pace,18/04/93,1.0,"278,500,548,385,261"
6799,,Ian Salisbury,Ian David Kenneth Salisbury,Right-hand bat,Right arm wrist spin,21/01/70,1.0,"444,163,310,154"
6800,,David Sales,David John Grimwood Sales,Right-hand bat,Right arm Pace,03/12/77,1.0,"395,279"
6801,,Neil Saker,Neil Clifford Saker,Right-hand bat,Right arm Pace,20/09/84,1.0,"434,163,570,122"
6802,,Abidine Sakande,Abidine Sakande,Right-hand bat,Right arm Pace,22/09/94,1.0,"540,310,544"
6803,,Martin Saggers,Martin John Saggers,Right-hand bat,Right arm Pace,23/05/72,1.0,"444,283,434,398"
6804,,Ollie Saffell,Oliver Henry James Saffell,Right-hand bat,Right arm Pace,16/07/86,1.0,"238,247,199"
6805,,John Sadler,John Leonard Sadler,Left-hand bat,Right arm wrist spin,19/11/81,1.0,"92,561,190"
6806,,Zahid Sadiq,Zahid Asa Sadiq,Right-hand bat,,06/05/65,1.0,"238,163"
6807,,Lloyd Sabin,Lloyd Michael Sabin,Right-hand bat,,22/06/94,1.0,"2,416,198"
6808,,Cec Tyson,Cecil Thomas Tyson,Left-hand bat,Left arm Pace,1889-01-24,1.0,"519,561"
6809,,Ted Tyler,Edwin James Tyler,Left-hand bat,Left arm Orthodox,1864-10-13,1.0,"444,517"
6810,,Dick Tyldesley,Richard Knowles Tyldesley,Right-hand bat,Right arm wrist spin,1897-03-11,1.0,"444,33"
6811,,Ben Twohig,Benjamin Jake Twohig,Right-hand bat,Left arm Orthodox,13/04/98,1.0,"540,146,515"
6812,,Tim Tweats,Timothy Andrew Tweats,Right-hand bat,Right arm Pace,18/04/74,1.0,"238,62"
6813,,Andrew Tutt,Andrew Tutt,Right-hand bat,Right arm Pace,21/02/68,1.0,"434,581"
6814,,Michael Turns,Michael Turns,Right-hand bat,Right arm Pace,14/11/90,1.0,"373,88,598,478"
6815,,Robert Turner,Robert Julian Turner,Right-hand bat,,25/11/67,1.0,"495,517"
6816,,Mark Turner,Mark Leif Turner,Right-hand bat,Right arm Pace,23/10/84,1.0,"238,283,540,517,30"
6817,,Karl Turner,Karl Turner,Left-hand bat,Right arm Pace,29/11/87,1.0,"237,373,107,235,598,176,125"
6818,,Henry Turner,Henry William Turner,Right-hand bat,Right arm Pace,27/07/86,1.0,"320,416"
6819,,Peter Turnbull,Peter Thomas Turnbull,Right-hand bat,Right arm Pace,20/05/89,1.0,"278,366"
6820,,Maurice Turnbull,Maurice Joseph Lawson Turnbull,Right-hand bat,Right arm Off spin,16/03/06,1.0,"444,495,519"
6821,,Neil Turk,Neil Richard Keith Turk,Right-hand bat,Right arm Pace,28/04/83,1.0,"310,266"
6822,,Phil Tufnell,Philip Clive Roderick Tufnell,Right-hand bat,Left arm Orthodox,29/04/66,1.0,"444,295"
6823,,Alex Tudor,Alex Jeremy Tudor,Right-hand bat,Right arm Pace,23/10/77,1.0,"444,540,500,548,163,570"
6824,,Kyle Tudge,Kyle Daniel Tudge,Right-hand bat,Left arm Orthodox,19/03/87,1.0,"519,338,67"
6825,,Harvey Trump,Harvey Russell John Trump,Right-hand bat,Right arm Off spin,11/10/68,1.0,"338,517"
6826,,Jim Troughton,Jamie Oliver Troughton,Left-hand bat,Left arm Orthodox,02/03/79,1.0,"154,188"
6827,,Jonathan Trott,Ian Jonathan Leonard Trott,Right-hand bat,Right arm Pace,22/04/81,1.0,"444,4,3,421,197,154,215"
6828,,Ben Trott,Benjamin James Trott,Right-hand bat,Right arm Pace,14/03/75,1.0,"434,517"
6829,,Albert Trott,Albert Edwin Trott,Right-hand bat,Right arm Pace,1873-02-06,1.0,"262,444,203,295,135"
6830,,Arthur Trollope,Arthur Barnard Trollope,,,1836-07-31,1.0,"495,107"
6831,,Vishal Tripathi,Vishal Tripathi,Right-hand bat,Right arm wrist spin,03/03/88,1.0,"243,395,523,122,475,515"
6832,,Bharat Tripathi,Bharat Tripathi,Right-hand bat,Left arm Orthodox,15/12/89,1.0,"337,267,122,475"
6833,,Liam Trevaskis,Liam Trevaskis,Left-hand bat,Left arm Orthodox,18/04/99,1.0,"373,540"
6834,,Marcus Trescothick,Marcus Edward Trescothick,Left-hand bat,Right arm Pace,25/12/75,1.0,"444,517"
6835,,Finlay Trenouth,Finlay Robert Trenouth,Right-hand bat,,22/09/98,1.0,"221,30"
6836,,Chris Tremlett,Christopher Timothy Tremlett,Right-hand bat,Right arm Pace,02/09/81,1.0,"444,3,107,64,163"
6837,,Peter Trego,Peter David Trego,Right-hand bat,Right arm Pace,12/06/81,1.0,"444,322,3,338,434,155,61,295,2,267,517,347"
6838,,James Tredwell,James Cullum Tredwell,Left-hand bat,Right arm Off spin,27/02/82,1.0,"444,3,540,434,581,310"
6839,,John Trask,John Ernest Trask,Right-hand bat,Right arm Pace,1861-10-27,1.0,"256,517"
6840,,Nicholas Trainor,Nicholas James Trainor,Right-hand bat,Right arm Off spin,29/06/75,1.0,"455,461"
6841,,David Towse,Anthony David Towse,Left-hand bat,Right arm Pace,22/04/68,1.0,"191,67,561"
6842,,Gareth Townsend,Gareth Terence John Townsend,Right-hand bat,,28/06/68,1.0,"221,517,163"
6843,,Frank Townsend,Frank Norton Townsend,Right-hand bat,,1875-09-16,1.0,"461,253"
6844,,Christopher Townsend,Christopher James Townsend,Right-hand bat,,01/12/72,1.0,"155,111"
6845,,Mark Tournier,Mark Andrew Tournier,Right-hand bat,Right arm Pace,03/05/71,1.0,"359,88,162"
6846,,Don Topley,Thomas Donald Topley,Right-hand bat,Right arm Pace,25/02/64,1.0,"500,569,398,163"
6847,,Reece Topley,Reece James William Topley,Right-hand bat,Left arm Pace,21/02/94,1.0,"444,3,540,500,548"
6848,,Kabir Toor,Kabir Singh Toor,Right-hand bat,Right arm wrist spin,30/04/90,1.0,"295,2"
6849,,Chris Tooley,Christopher Donald Michael Tooley,Right-hand bat,Right arm Pace,19/04/64,1.0,"581,111"
6850,,Josh Tongue,Joshua Charles Tongue,Right-hand bat,Right arm Pace,15/11/97,1.0,"540,146,515"
6851,,Mark Tomsett,Mark Tomsett,Right-hand bat,Left arm Orthodox,11/06/87,1.0,"199,544"
